iin_start,iin_end,number_length,number_luhn,scheme,brand,type,prepaid,country,bank_name,bank_logo,bank_url,bank_phone,bank_city
376439,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376442,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376444,,,,amex,,credit,,BR,AMERICAN EXPRESS,,www.americanexpress.com,553421026266,
376446,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,22756762724633773472,
376449,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376451,,,,amex,,credit,,AR,AMERICAN EXPRESS,,www.americanexpress.com,08004442450,
376458,,,,amex,,credit,,AR,AMERICAN EXPRESS,,www.americanexpress.com,08004442450,
376464,,,,amex,,credit,,BR,BANCO BANKPAR S.A.,,www.americanexpress.com,553421026266,
376466,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376469,,,,amex,,credit,,GB,AMERICAN EXPRESS,,www.americanexpress.com,441273696933,
376473,,,,amex,,credit,,BR,AMERICAN EXPRESS,,www.americanexpress.com,,
376475,,,,amex,,credit,,BR,AMERICAN EXPRESS,,www.americanexpress.com,,
376489,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376493,,,,amex,,credit,,BR,BANCO DO BRASIL,,www.americanexpress.com,553337231101,
376522,,,,amex,,credit,,BR,AMERICAN EXPRESS,,www.americanexpress.com,4078516060,
376523,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376525,376526,,,amex,,credit,,BR,AMERICAN EXPRESS,,www.americanexpress.com,553421026266,
376528,376529,,,amex,,credit,,BR,AMERICAN EXPRESS,,www.americanexpress.com,553421026266,
376601,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,,
376618,,,,amex,,credit,,BR,HSBC,,www.americanexpress.com,554133076099,
376623,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,,
376627,,,,amex,,credit,,BR,AMERICAN EXPRESS,,www.americanexpress.com,553421026266,
376628,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,553421026266,
376629,,,,amex,,credit,,BR,AMERICAN EXPRESS,,www.americanexpress.com,08007262639,
376650,,,,amex,,credit,,EC,BANCO DE GUAYAQUIL,,www.americanexpress.com,59342517100,
376653,,,,amex,,credit,,EC,BANCO DE GUAYAQUIL,,www.americanexpress.com,59323730100,
376654,,,,amex,,credit,,EC,BANCO DE GUAYAQUIL,,www.americanexpress.com,1700242424,
376659,,,,amex,,credit,,EC,BANCO DE GUAYAQUIL,,www.americanexpress.com,59323730100,
376660,,,,amex,,credit,,MX,AMERICAN EXPRESS,,www.americanexpress.com,018005040400,
376662,,,,amex,,credit,,MX,AMERICAN EXPRESS,,www.americanexpress.com,8774025225,
376669,,,,amex,,credit,,MX,AMERICAN EXPRESS,,www.americanexpress.com,52,
376689,,,,amex,,credit,,MX,AMERICAN EXPRESS,,www.americanexpress.com,528183199144,
376706,,,,amex,,credit,,MX,AMERICAN EXPRESS,,www.americanexpress.com,018000214040,
376718,,,,amex,,credit,,MX,AMERICAN EXPRESS,,www.americanexpress.com,8774025225,
376727,,,,amex,,credit,,MX,AMERICAN EXPRESS,,www.americanexpress.com,018005040400,
376728,,,,amex,,credit,,MX,AMERICAN EXPRESS,,www.americanexpress.com,,
376730,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005216121,
376731,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8887088128,
376740,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004923344,
376746,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
376750,376751,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004923344,
376762,376764,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
376767,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
376770,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
376772,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8003272177,
376781,376782,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
376790,376791,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005253355,
376792,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
376916,,,,amex,,credit,,IN,AMERICAN EXPRESS,,www.americanexpress.com,911242801444,
376945,,,,amex,,credit,,IN,AMERICAN EXPRESS,,www.americanexpress.com,911242801299,
377038,377039,,,amex,,credit,,VE,CORP BANCA,,www.americanexpress.com,,
377064,,,,amex,,credit,,GB,LLOYDS,,www.americanexpress.com,08456062175,
377130,,,,amex,,credit,,GB,MBNA,,www.americanexpress.com,08000567686,
377132,,,,amex,,credit,,GB,MBNA,,www.americanexpress.com,441244672111,
377169,,,,amex,,credit,,BR,BRADESCO,,www.americanexpress.com,,
377212,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
377214,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
377229,377230,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
377231,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
377232,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
377234,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
377239,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
377240,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
377257,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
377262,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
377264,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
377266,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
377267,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
377269,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
377289,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
377292,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882461076,
377293,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
377295,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
377297,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002971000,
377299,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
377675,,,,amex,,credit,,SE,AMERICAN EXPRESS,,www.americanexpress.com,,
377747,,,,amex,,credit,,AU,DAVID JONES,,www.americanexpress.com,61282718182,
377783,,,,amex,,credit,,JP,SAISON CARD,,www.americanexpress.com,,
377790,,,,amex,,credit,,AR,SANTANDER RIO,,www.americanexpress.com,5443792639,
377791,,,,amex,,credit,,AR,SANTANDER RIO,,www.americanexpress.com,541143792639,
377792,,,,amex,,credit,,AR,SANTANDER RIO,,www.americanexpress.com,541143792700,
377847,,,,amex,,credit,,CO,BANCOLOMBIA,,www.americanexpress.com,5745109000,
377852,,,,amex,,credit,,AU,WESTPAC,,www.americanexpress.com,61363451999,
378201,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
378260,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004923344,
378264,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
378266,,,,amex,,credit,,US,AMAX,,www.americanexpress.com,8005536464,
378296,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
378312,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
378340,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
378360,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
378363,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004928468,
378727,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
378750,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379183,,,,amex,,credit,,KR,SAMSUNGCARD,,www.americanexpress.com,82220008100,
379362,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
379443,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379470,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379483,,,,amex,,credit,,US,AMERICANEXPRESS,,www.americanexpress.com,8005282122,
379486,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379607,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8127554501,
379611,379612,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379616,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005282122,
379617,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,1,
379626,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8005284800,
379643,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,6663,
379651,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8004924920,
379715,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
379728,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,,
379734,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8002570770,
379744,,,,amex,,credit,,US,AMERICAN EXPRESS,,www.americanexpress.com,8882583741,
400022,,,,visa,,debit,,US,NAVY FEDERAL CREDIT UNION,,,8888426328,
400163,,,,visa,,debit,,BR,BANCO DO BRASIL,,,3039671096,
400177,,,,visa,,debit,,US,ELGA CREDIT UNION,,,8008826457,
400178,,,,visa,,debit,,BR,BANCO DO BRASIL,,,+351 21 350 969,
400185,,,,visa,,debit,,BR,BANCO DO BRASIL S.A.,,,40040001,
400217,,,,visa,,credit,,BR,CREDICARD,,,08007242483,
400218,,,,visa,,debit,,US,BEACON CREDIT UNION,,,8007623136,
400247,,,,visa,,credit,,BR,ITAU,,,551140014848,
400248,,,,visa,,credit,,BR,CREDICARD S.A. ADMINISTRADORA DE CARTOESDE CREDITO,,,551140014626,
400252,,,,visa,,credit,,BR,CREDICARD,,,551140014626,
400344,,,,visa,,credit,,US,CAPITAL ONE,,,8009557070,
400388,,,,visa,,credit,,US,TEXAS BANK & TRUST,,,8004237503,
400390,,,,visa,,credit,,US,"BANK OF AMERICA, N.A. (USA)",,,8006731044,
400544,,,,visa,,debit,,US,PAYCARD,,,8662129650,
400548,,,,visa,,debit,,US,USBANK,,,8558223293,
400614,,,,visa,,credit,,US,USBANK,,,8006992281,
400652,,,,visa,,credit,,BR,ITAU,,,55-11-31500737,
400770,,,,visa,,credit,,BR,CAIXA ECONOMICA FEDERAL,,,551132384455,
400819,,,,visa,,debit,,MX,BANCOPPEL,,,,
400970,,,,visa,,credit,,BR,CAIXA ECONOMICA FEDERAL,,,280192921086300,
400998,,,,visa,,debit,,US,FINANCIAL HEALTH FEDERAL CREDIT UNION,,,877-866-7827,
401105,,,,visa,,debit,,US,PENTAGON FEDERAL CREDIT UNION,,,8002475626,
401108,,,,visa,,credit,,US,FIRST TECH FEDERAL CREDIT UNION,,,8558558805,
401154,,,,visa,,debit,,US,VYSTAR CREDIT UNION,,,8668978272,
401171,,,,visa,,debit,,US,DELTA COMMUNITY CREDIT UNION,,,4047154725,
401174,,,,visa,,debit,,US,WHITNEY,,,8008444450,
401178,,,,visa,,credit,,BR,BANCO DO BRASIL,,,800-657-6366,
401197,,,,visa,,debit,,US,TALBOT,,,4108869802,
401350,,,,visa,,debit,,US,Metropolitan Commercial Bank,,www.metropolitanbankny.com,,New York City
401370,,,,visa,,credit,,BR,CAIXA ECONOMICA FEDERAL,,,08007284455,
401378,,,,visa,,debit,,US,CONNEX CREDIT UNION,,,8002786466,
401398,,,,visa,,credit,,US,USBANK,,,8662344672,
401538,,,,visa,,debit,,US,NIHFCU,,,8008776440,
401684,,,,visa,,credit,,BR,SAFRA,,,551140014460,
401719,,,,visa,,debit,,US,CHELSEA GROTON SAVINGS BANK,,,1,
401723,,,,visa,,credit,,US,GROW FINANCIAL FEDERAL CREDIT UNION,,,8002999842,
401777,,,,visa,,debit,,US,TD BANKNORTH,,,8887519000,
401795,,,,visa,,debit,,AU,,,,61386419083,
401804,,,,visa,,credit,,US,CITI,,,8009505114,
401901,,,,visa,,credit,,US,BANK OF AMERICA N.A.,,,8007329194,
401940,,,,visa,,credit,,US,,,,,
401982,,,,visa,,debit,,US,LA CAPITAL,,,8889187763,
402017,,,,visa,,debit,,US,ACNB,,,7178819385,
402020,,,,visa,,debit,,US,SECU,,,8008797328,
402029,,,,visa,,credit,,MX,INBURSA,,,,
402047,,,,visa,,debit,,US,LGFCU,,,8887328562,
402049,,,,visa,,debit,,US,JOHNS HOPKINS FEDERAL CREDIT UNION,,,4105344500,
402066,,,,visa,,debit,,US,COASTAL FEDERAL CREDIT UNION,,,8008684262,
402140,,,,visa,,debit,,US,FIRST NATIONAL BANK OF MIFFLINTOWN,,,513-579-5638,
402173,,,,visa,,debit,,US,ALAMOSA STATE,,,1,
402203,,,,visa,,debit,,US,NORTHWEST,,,(515) 288-2828,
402278,,,,visa,,credit,,TR,FINANSBANK,,,902124440900,
402310,,,,visa,,credit,,TW,CATHAY UNITED,,,0800818001,
402318,,,,visa,,credit,,MX,,,,8003969665,
402360,,,,visa,,debit,,IT,POSTE ITALIANE S.P.A. (BANCA POSTA),,,,
402367,,,,visa,,debit,,KR,HANA,,,82425202500,
402396,,,,visa,,credit,,GB,VANQUIS,,,08717705555,
402400,,,,visa,,credit,,US,BANK OF AMERICA,,,2035154654,
402411,,,,visa,,credit,,US,BANK OF AMERICA N.A.,,,8089142563,
402464,,,,visa,,debit,,US,BANK OF THE OZARKS,,,8002744482,
402506,,,,visa,,credit,,MY,MBF CARDS,,,60321677600,
402582,,,,visa,,credit,,PK,BANK ALFALAH LIMITED,,,111225111,
402590,,,,visa,,credit,,TR,KUVEYT TURK,,,,
402650,,,,visa,,credit,,US,HALLIBURTON ,,,20219077,
402707,,,,visa,,credit,,US,,,,,
402766,,,,visa,,debit,,MX,BANCO AZTECA ,,,018000407777,
402814,,,,visa,,credit,,MY,HONG LEONG,,,60326161133,
402826,,,,visa,,credit,,US,,,,8003288797,
402918,,,,visa,,credit,,AR,GALICIA,,,541143793434,
402944,,,,visa,,debit,,US,TD BANKNORTH,,,8887519000,
402988,,,,visa,,credit,,MY,RHBBANK,,,60392061111,
403003,,,,visa,,credit,,IT,FINECO,,,390228992899,
403116,,,,visa,,credit,,US,CHASE,,,8009452000,
403121,,,,visa,,debit,,US,BANK INDEPENDENT,,,8778655050,
403142,,,,visa,,debit,,US,UNIVERSITY CREDIT UNION,,,3053241009,
